"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"ERR2675628"	"1"	"PRJEB27501"	"SAMEA4771355"	"The histone chaperone HIRA cooperates with PML-NBs to activate host innate immune defences in response to HSV-1 infection"	"Host innate immune defences play critical roles in restricting the propagation and pathogenesis of invading viral pathogens. Here we show that the histone H3.3 chaperone HIRA (histone cell cycle regulator) cooperates with promyelocytic leukaemia nuclear bodies (PML-NBs) to mediate the induction of innate immune defences in response to herpes simplex virus 1 (HSV-1) infection. Under conditions that activate innate immune signalling, HIRA relocalized from the nuclear matrix to PML-NBs in a Janus-Associated Kinase (JAK), Cyclin Dependent Kinase (CDK), and Sp100-dependent manner. RNA-seq analysis revealed that HIRA was required to promote the transcription induction of a broad repertoire of host genes implicated in the regulation of innate immunity to HSV-1 infection, including MHC-I antigen presentation, cytokine signalling, and interferon stimulated gene (ISG) products. ChIP-seq analysis revealed that PML, the principle scaffolding protein of PML-NBs, was required for the efficient enrichment of HIRA directly onto ISGs, identifying a role for PML in the HIRA-dependent regulation of innate immune defences to virus infection. Our data identifies independent roles for HIRA to mediate both the intrinsic repression of viral gene expression and induction of innate immune defences that restrict the initiation and propagation of HSV-1, respectively. These intracellular host defences are antagonized by the HSV-1 ubiquitin ligase ICP0, which mediates the disruption of PML-NBs from the outset of nuclear infection. Our study highlights the importance of histone chaperones to regulate multiple phases of host immunity to virus infection, findings that are likely to be highly pertinent in the cellular restriction of many clinically important viral pathogens."	"PMC:6472835,7761193"	"ERS2591311"	"RNA-Seq"	"MRC-UNIVERSITY OF GLASGOW CENTRE FOR VIRUS RESEARC"	"ERX2690682"	"SAMEA4771355"	"Homo sapiens"	"-95.26556"	"38.95154"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"298"	"232486"	"3832"	"30055225"	"53"	"3130640"	"742"	"154068312"	"NextSeq 500"	"SINGLE"	"Oligo-dT"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP109583"	"2018-09-06T00:00:00"	"843"	"74"	"2207"	""	""	"14"	"0.97"	"1"	"0.66"	"1"
"SRR1647851"	"1"	"PRJNA265200"	"SAMN03152123"	"Human alphaherpesvirus 1 Genome sequencing"	"We are using Illumina deep sequencing to explore and define the genetic variability of HSV-1 in order to understand how these differences affect phenotype."	""	"SRS742251"	"WGS"	"PENNSYLVANIA STATE UNIVERSITY"	"SRX757055"	"HSV1_strain_166plus"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"40"	"24218"	"1356"	"1098884"	"52"	"753589"	"619"	"33674275"	"Illumina MiSeq"	"PAIRED"	"unspecified"	"GENOMIC"	"HSV1 strain 166plus library 1"	"ILLUMINA"	"SRP049673"	"2018-08-31T00:00:00"	"842"	"395"	"3257"	"Pathogen.cl"	""	"0"	""	""	""	""
"SRR24186798"	"1"	"PRJNA955802"	"SAMN34191989"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329739"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984206"	"p18_HFF1.2"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"166"	"1587553"	"4883"	"131454288"	"64"	"13534699"	"676"	"759568767"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p18_HFF1.2"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"2067"	"245"	"5276"	"Viral"	"2020-07-01"	"104"	"1"	"1"	"1"	"1"
"SRR5765626"	"1"	"PRJNA392299"	"SAMN07290471"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322706"	"ATAC-seq"	"GEO"	"SRX2965231"	"GSM2688935"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"53"	"136192"	"3334"	"7780515"	"47"	"2340543"	"1545"	"109802947"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"520"	"139"	"1166"	""	""	"0"	""	""	""	""
"SRR24186836"	"1"	"PRJNA955802"	"SAMN34191982"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329701"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984168"	"p16_HeLa2.2"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_sam"": [34.80863, 32.08413], ""geo_loc_name_country_calc"": [""35.21873"", ""31.78003""]}"	""	""	""	""	""	""	""	""	"184"	"1763878"	"9418"	"199855643"	"87"	"12730357"	"854"	"828074602"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p16_HeLa2.2"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"2474"	"265"	"6417"	"Viral"	"2020-07-01"	"104"	"1"	"1"	"1"	"1"
"ERR2675613"	"1"	"PRJEB27501"	"SAMEA4771340"	"The histone chaperone HIRA cooperates with PML-NBs to activate host innate immune defences in response to HSV-1 infection"	"Host innate immune defences play critical roles in restricting the propagation and pathogenesis of invading viral pathogens. Here we show that the histone H3.3 chaperone HIRA (histone cell cycle regulator) cooperates with promyelocytic leukaemia nuclear bodies (PML-NBs) to mediate the induction of innate immune defences in response to herpes simplex virus 1 (HSV-1) infection. Under conditions that activate innate immune signalling, HIRA relocalized from the nuclear matrix to PML-NBs in a Janus-Associated Kinase (JAK), Cyclin Dependent Kinase (CDK), and Sp100-dependent manner. RNA-seq analysis revealed that HIRA was required to promote the transcription induction of a broad repertoire of host genes implicated in the regulation of innate immunity to HSV-1 infection, including MHC-I antigen presentation, cytokine signalling, and interferon stimulated gene (ISG) products. ChIP-seq analysis revealed that PML, the principle scaffolding protein of PML-NBs, was required for the efficient enrichment of HIRA directly onto ISGs, identifying a role for PML in the HIRA-dependent regulation of innate immune defences to virus infection. Our data identifies independent roles for HIRA to mediate both the intrinsic repression of viral gene expression and induction of innate immune defences that restrict the initiation and propagation of HSV-1, respectively. These intracellular host defences are antagonized by the HSV-1 ubiquitin ligase ICP0, which mediates the disruption of PML-NBs from the outset of nuclear infection. Our study highlights the importance of histone chaperones to regulate multiple phases of host immunity to virus infection, findings that are likely to be highly pertinent in the cellular restriction of many clinically important viral pathogens."	"PMC:6472835,7761193"	"ERS2591296"	"RNA-Seq"	"MRC-UNIVERSITY OF GLASGOW CENTRE FOR VIRUS RESEARC"	"ERX2690667"	"SAMEA4771340"	"Homo sapiens"	"-95.26556"	"38.95154"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"42"	"83184"	"3133"	"4341408"	"38"	"1266482"	"571"	"53927775"	"NextSeq 500"	"SINGLE"	"Oligo-dT"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP109583"	"2018-09-06T00:00:00"	"666"	"75"	"1688"	""	""	"14"	"0.97"	"1"	"0.66"	"1"
"SRR8874980"	"1"	"PRJNA531885"	"SAMN11388297"	"Subcellular RNA fractions of HSV-1 infected primary human fibroblasts including infection with delta-Vhs mutant"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 or its vhs null mutant at a multiplicity of infection (MOI) of 10. Subcellular RNA fractions including total RNA, cytoplasmic RNA, nucleoplasmic RNA and chromatin-associated RNA were prepared and subjected to RNA-seq.Overall design: HFF were infected with HSV-1 strain 17 or its vhs-null mutant for 8h (or mock). Subcellular RNA fractions were prepared combining the following two protocols (PMID: 19656867, RNA 2009; and PMID: 23449254, Nature Protocols 2013) as described in Hennig et al., PLoS Pathogens 2018 (https://doi.org/10.1371/journal.ppat.1006954). Two independent biological replicates were analysed. Data for HFF infected with wild-type HSV-1 strain 17 for 8h (or mock) can  be found under accession GSE100576."	"PubMed:33148793"	"SRS4605417"	"RNA-Seq"	"GEO"	"SRX5661946"	"GSM3716676"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"288"	"1106136"	"10235"	"162829261"	"71"	"10404935"	"3134"	"637120524"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP191795"	"2020-10-26T00:00:00"	"1715"	"150"	"4910"	""	""	"0"	""	""	""	""
"SRR5765645"	"1"	"PRJNA392299"	"SAMN07290468"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322709"	"ATAC-seq"	"GEO"	"SRX2965234"	"GSM2688938"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"188"	"131948"	"12984"	"11641473"	"54"	"3636644"	"1217"	"185318725"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"529"	"133"	"1385"	""	""	"0"	""	""	""	""
"SRR5765649"	"1"	"PRJNA392299"	"SAMN07290468"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322709"	"ATAC-seq"	"GEO"	"SRX2965234"	"GSM2688938"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"40"	"268519"	"2747"	"13976804"	"47"	"3961549"	"948"	"184261958"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"627"	"136"	"1338"	""	""	"0"	""	""	""	""
"SRR5765680"	"1"	"PRJNA392299"	"SAMN07290464"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322717"	"ATAC-seq"	"GEO"	"SRX2965238"	"GSM2688942"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"38"	"297375"	"1244"	"14241955"	"48"	"4829540"	"753"	"225420688"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"607"	"138"	"1294"	""	""	"0"	""	""	""	""
"SRR5765619"	"1"	"PRJNA392299"	"SAMN07290471"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322706"	"ATAC-seq"	"GEO"	"SRX2965231"	"GSM2688935"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"187"	"97861"	"9093"	"8703133"	"55"	"2352395"	"3605"	"121209122"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"533"	"134"	"1403"	""	""	"0"	""	""	""	""
"SRR27022100"	"1"	"PRJNA1047640"	"SAMN38572616"	"Heterogenous silencing by H3K27me2 in HSV-1 lytic infection"	"Human foreskin fibroblasts (HFFs) infected with strain 17 HSV-1 at an MOI 3 PFU/cell for 2 or 4 hours before CUT&amp;RUN assays for IgG, H3K27me2 or H3K27me3. Cells were either pre-treated with GSK-J4 and treated throughout infection, or untreated controls."	""	"SRS19706602"	"OTHER"	"UNIVERSITY OF VIRGINIA"	"SRX22714478"	"4hconK27me3_B"	"Human alphaherpesvirus 1"	"-78.47777"	"38.03219"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-78.47777"", ""38.03219""]}"	""	""	""	""	""	""	""	""	"250"	"2195431"	"8681"	"327864866"	"108"	"12408672"	"3362"	"870715143"	"Illumina NovaSeq 6000"	"PAIRED"	"ChIP"	"GENOMIC"	"E44"	"ILLUMINA"	"SRP475378"	"2023-12-08T00:00:00"	"1057"	"300"	"3415"	"Viral"	""	"18"	"0.93"	"1"	"0.55"	"1"
"ERR2675629"	"1"	"PRJEB27501"	"SAMEA4771356"	"The histone chaperone HIRA cooperates with PML-NBs to activate host innate immune defences in response to HSV-1 infection"	"Host innate immune defences play critical roles in restricting the propagation and pathogenesis of invading viral pathogens. Here we show that the histone H3.3 chaperone HIRA (histone cell cycle regulator) cooperates with promyelocytic leukaemia nuclear bodies (PML-NBs) to mediate the induction of innate immune defences in response to herpes simplex virus 1 (HSV-1) infection. Under conditions that activate innate immune signalling, HIRA relocalized from the nuclear matrix to PML-NBs in a Janus-Associated Kinase (JAK), Cyclin Dependent Kinase (CDK), and Sp100-dependent manner. RNA-seq analysis revealed that HIRA was required to promote the transcription induction of a broad repertoire of host genes implicated in the regulation of innate immunity to HSV-1 infection, including MHC-I antigen presentation, cytokine signalling, and interferon stimulated gene (ISG) products. ChIP-seq analysis revealed that PML, the principle scaffolding protein of PML-NBs, was required for the efficient enrichment of HIRA directly onto ISGs, identifying a role for PML in the HIRA-dependent regulation of innate immune defences to virus infection. Our data identifies independent roles for HIRA to mediate both the intrinsic repression of viral gene expression and induction of innate immune defences that restrict the initiation and propagation of HSV-1, respectively. These intracellular host defences are antagonized by the HSV-1 ubiquitin ligase ICP0, which mediates the disruption of PML-NBs from the outset of nuclear infection. Our study highlights the importance of histone chaperones to regulate multiple phases of host immunity to virus infection, findings that are likely to be highly pertinent in the cellular restriction of many clinically important viral pathogens."	"PMC:6472835,7761193"	"ERS2591312"	"RNA-Seq"	"MRC-UNIVERSITY OF GLASGOW CENTRE FOR VIRUS RESEARC"	"ERX2690683"	"SAMEA4771356"	"Homo sapiens"	"-95.26556"	"38.95154"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"368"	"245082"	"5942"	"34632065"	"58"	"2490971"	"1516"	"132704776"	"NextSeq 500"	"SINGLE"	"Oligo-dT"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP109583"	"2018-09-06T00:00:00"	"973"	"75"	"2539"	""	""	"14"	"0.97"	"1"	"0.66"	"1"
"ERR3277143"	"1"	"PRJEB32133"	"SAMEA5564223"	"Genome sequencing and variability of HSV-1 SC16 and HSV-2 333 strains"	"Five plaque-purified viral clones from HSV-1 [SC16] and HSV-2 [333] original stocks, respectively, were isolated by plaque isolation method and sequenced by different technologies."	""	"ERS3366252"	"WGS"	"CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)"	"ERX3303994"	"SAMEA5564223"	"Human alphaherpesvirus 1 strain SC16"	"-3.69197"	"40.41955"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [-3.69197, 40.41955], ""INSDC center name"": [""-48.85006"", ""-26.29949""]}"	""	""	""	""	""	""	""	""	"237"	"1729"	"2490"	"243511"	"39"	"115215"	"461"	"4725092"	"Illumina MiSeq"	"PAIRED"	"RANDOM"	"GENOMIC"	"unspecified"	"ILLUMINA"	"ERP114773"	"2021-03-31T00:00:00"	"51"	"402"	"95"	""	""	"19"	"0.95"	"1"	"0.87"	"1"
